No;Jenis Rambu;N;E;Kelurahan;Kecamatan;Kabupaten ;Tahun;Foto
658;Papan Himbauan Longsor;-7.9290846;111.7872374;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0658.png
659;Papan Himbauan Longsor;-7.9437668;111.8299446;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0659.png
660;Papan Himbauan Longsor;-8.0032915;111.8479362;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0660.png
661;Papan Himbauan Longsor;-7.9370308;111.7899199;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0661.png
662;Papan Himbauan Longsor;-7.932066;111.7890865;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0662.png
663;Papan Himbauan Longsor;-7.9410356;111.8189174;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0663.png
664;Papan Himbauan Longsor;-7.9555841;111.8411928;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0664.png
665;Papan Himbauan Longsor;-7.9131547;111.7842589;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0665.png
666;Papan Himbauan Longsor;-7.9650138;111.85204;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0666.png
667;Papan Himbauan Longsor;-7.9258033;111.7948108;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0667.png
668;Papan Himbauan Putting Beliung;-8.0875271;111.8874848;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0668.png
669;Papan Himbauan Putting Beliung;-8.1164505;111.8812622;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0669.png
670;Papan Himbauan Putting Beliung;-8.0783462;111.896842;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0670.png
671;Papan Himbauan Tsunami;-8.3077474;112.0250296;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0671.png
672;Papan Himbauan Tsunami;-8.3092158;112.0306094;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0672.png
673;Papan Himbauan Longsor dan Pohon Tumbang;-7.9145292;111.7899124;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0673.png
674;Papan Himbauan Longsor dan Pohon Tumbang;-7.9477759;111.7922752;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0674.png
675;Papan Himbauan Longsor dan Pohon Tumbang;-8.0050678;111.8519208;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0675.png
676;Titik Kumpul;-7.5532206;112.236878;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0676.png
677;Titik Kumpul;-7.5854727;112.1376707;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0677.png
678;Titik Kumpul;-7.563289;112.1194866;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0678.png
679;Titik Kumpul;-7.5890334;112.1317656;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0679.png
680;Titik Kumpul;-7.5807584;112.1327823;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0680.png
681;Titik Kumpul;-7.5518196;112.2366876;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0681.png
682;Titik Kumpul;-7.5511726;112.2370626;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0682.png
683;Titik Kumpul;-7.6828644;112.2216629;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0683.png
684;Titik Kumpul;-7.6275012;112.191825;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0684.png
685;Titik Kumpul;-7.6436554;112.1989513;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0685.png
686;Titik Kumpul;-7.6422008;112.1992369;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0686.png
687;Titik Kumpul;-7.5652432;112.1274471;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0687.png
688;Titik Kumpul;-7.6977853;112.3891652;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0688.png
689;Titik Kumpul;-7.6759195;112.3953917;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0689.png
690;Jalur Evakuasi;-7.5707784;112.125044;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0690.png
691;Jalur Evakuasi;-7.6311122;112.188522;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0691.png
692;Jalur Evakuasi;-7.5829923;112.1317792;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0692.png
693;Jalur Evakuasi;-7.5687838;112.1179154;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0693.png
694;Jalur Evakuasi;-7.5829963;112.1301539;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0694.png
695;Jalur Evakuasi;-7.589747;112.1299298;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0695.png
696;Jalur Evakuasi;-7.5699546;112.1168924;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0696.png
697;Jalur Evakuasi;-7.5850044;112.1361367;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0697.png
698;Jalur Evakuasi;-7.5853371;112.1372544;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0698.png
699;Jalur Evakuasi;-7.5798632;112.1288842;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0699.png
700;Jalur Evakuasi;-7.5886403;112.1302848;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0700.png
701;Jalur Evakuasi;-7.569688;112.1165226;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0701.png
702;Jalur Evakuasi;-7.5841733;112.1361378;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0702.png
703;Jalur Evakuasi;-7.6509682;112.1988216;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0703.png
704;Jalur Evakuasi;-7.5695053;112.1280654;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0704.png
705;Jalur Evakuasi;-7.6868749;112.230324;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0705.png
706;Jalur Evakuasi;-7.5710054;112.1272288;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0706.png
707;Jalur Evakuasi;-7.6331859;112.1880493;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0707.png
708;Jalur Evakuasi;-7.6286086;112.1897882;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0708.png
709;Jalur Evakuasi;-7.7052439;112.2351569;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0709.png
710;Jalur Evakuasi;-7.6275266;112.1910764;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0710.png
711;Jalur Evakuasi;-7.6915881;112.2366075;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0711.png
712;Jalur Evakuasi;-7.6493441;112.1945862;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0712.png
713;Jalur Evakuasi;-7.590427;112.1296647;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0713.png
714;Jalur Evakuasi;-7.5623348;112.13013;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0714.png
715;Jalur Evakuasi;-7.6877565;112.2190307;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0715.png
716;Jalur Evakuasi;-7.58161;112.1284414;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0716.png
717;Jalur Evakuasi;-7.6940313;112.2361252;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0717.png
718;Jalur Evakuasi;-7.6991852;112.2361;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0718.png
719;Jalur Evakuasi;-7.6293269;112.1851445;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0719.png
720;Jalur Evakuasi;-7.6518793;112.1993042;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0720.png
721;Jalur Evakuasi;-7.6504661;112.197475;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0721.png
722;Jalur Evakuasi;-7.6477787;112.1939071;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0722.png
723;Jalur Evakuasi;-7.5682742;112.1261381;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0723.png
724;Jalur Evakuasi;-7.5657921;112.1299306;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0724.png
725;Jalur Evakuasi;-7.5864064;112.1306472;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0725.png
726;Jalur Evakuasi;-7.5891555;112.128302;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0726.png
727;Jalur Evakuasi;-7.5893459;112.1331348;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0727.png
728;Jalur Evakuasi;-7.6285053;112.1890763;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0728.png
729;Jalur Evakuasi;-7.6278039;112.1855561;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0729.png
730;Jalur Evakuasi;-7.6554436;112.2037021;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0730.png
731;Jalur Evakuasi;-7.584529;112.137518;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0731.png
732;Jalur Evakuasi;-7.5870048;112.1306315;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0732.png
733;Jalur Evakuasi;-7.5887244;112.1358838;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0733.png
734;Jalur Evakuasi;-7.5690834;112.1160947;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0734.png
735;Jalur Evakuasi;-7.5692528;112.113437;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0735.png
736;Jalur Evakuasi;-7.5885519;112.1303744;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0736.png
737;Jalur Evakuasi;-7.5804916;112.1323091;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0737.png
738;Jalur Evakuasi;-7.5827073;112.1302473;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0738.png
739;Jalur Evakuasi;-7.5691865;112.1149697;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0739.png
740;Jalur Evakuasi;-7.5857894;112.1386013;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0740.png
741;Jalur Evakuasi;-7.5877653;112.1360101;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0741.png
742;Jalur Evakuasi;-7.5679146;112.1151236;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0742.png
743;Jalur Evakuasi;-7.5706682;112.1249503;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0743.png
744;Jalur Evakuasi;-7.7046657;112.2341453;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0744.png
745;Jalur Evakuasi;-7.6746901;112.4059626;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0745.png
746;Jalur Evakuasi;-7.7139414;112.39586;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0746.png
747;Jalur Evakuasi;-7.7079487;112.4012517;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0747.png
748;Jalur Evakuasi;-7.7070139;112.4005282;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0748.png
749;Jalur Evakuasi;-7.6830302;112.3905378;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0749.png
750;Jalur Evakuasi;-7.6753077;112.3962793;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0750.png
751;Jalur Evakuasi;-7.6855135;112.3898398;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0751.png
752;Jalur Evakuasi;-7.709881;112.399173;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0752.png
753;Jalur Evakuasi;-7.6820481;112.3895818;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0753.png
754;Jalur Evakuasi;-7.6735058;112.4079031;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0754.png
755;Jalur Evakuasi;-7.7064637;112.39669;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0755.png
756;Jalur Evakuasi;-7.6752178;112.3999217;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0756.png
757;Jalur Evakuasi;-7.6944045;112.3803547;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0757.png
758;Jalur Evakuasi;-7.6780961;112.3930297;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0758.png
759;Peringatan Banjir;-7.6482935;112.1935871;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0759.png
760;Peringatan Banjir;-7.5841495;112.1358297;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0760.png
761;Peringatan Banjir;-7.5904821;112.129633;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0761.png
762;Peringatan Banjir;-7.7047656;112.2342469;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0762.png
763;Peringatan Banjir;-7.5707944;112.1250506;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0763.png
764;Peringatan Banjir;-7.5824765;112.1281779;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0764.png
765;Peringatan Banjir;-7.5623997;112.130351;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0765.png
766;Peringatan Banjir;-7.5708968;112.1184618;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0766.png
767;Peringatan Longsor;-7.7114782;112.3906566;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0767.png
768;Peringatan Longsor;-7.5802722;112.1331332;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0768.png
769;Peringatan Longsor;-7.6726536;112.4094245;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0769.png
770;Peringatan Longsor;-7.6965121;112.3796409;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0770.png
771;Peringatan Longsor;-7.7120707;112.3981735;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0771.png
772;Peringatan Longsor;-7.6833414;112.3857371;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0772.png
773;Peringatan Longsor;-7.5798132;112.133161;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0773.png
774;Peringatan Longsor;-7.6857588;112.3897646;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0774.png
775;Peringatan Longsor;-7.586688;112.1371962;;;Jombang;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0775.png
776;Jalur Evakuasi;-7.11378;111.79167;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0776.png
777;Titik Kumpul;-7.11636;111.78358;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0777.png
778;Jalur Evakuasi;-7.11284;111.77096;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0778.png
779;Titik Kumpul;-7.11864;111.79754;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0779.png
780;Jalur Evakuasi;-7.1145;111.77202;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0780.png
781;Jalur Evakuasi;-7.11585;111.78361;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0781.png
782;Jalur Evakuasi;-7.11196;111.76886;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0782.png
783;Jalur Evakuasi;-7.11091;111.78638;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0783.png
784;Jalur Evakuasi;-7.11175;111.78787;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0784.png
785;Peringatan Banjir;-7.11903;111.79715;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0785.png
786;Jalur Evakuasi;-7.11711;111.79863;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0786.png
787;Jalur Evakuasi;-7.1153;111.79567;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0787.png
788;Jalur Evakuasi;-7.11532;111.79673;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0788.png
789;Jalur Evakuasi;-7.11503;111.77768;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0789.png
790;Jalur Evakuasi;-7.12642;111.77194;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0790.png
791;Jalur Evakuasi;-7.12415;111.77162;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0791.png
792;Jalur Evakuasi;-7.11911;111.77816;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0792.png
793;Jalur Evakuasi;-7.12395;111.77623;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0793.png
794;Jalur Evakuasi;-7.12626;111.77446;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0794.png
795;Titik Kumpul;-7.1264;111.77424;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0795.png
796;Jalur Evakuasi;-7.11841;111.7679;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0796.png
797;Jalur Evakuasi;-7.11735;111.76343;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0797.png
798;Jalur Evakuasi;-7.11968;111.77402;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0798.png
799;Jalur Evakuasi;-7.1192;111.77304;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0799.png
800;Titik Kumpul;-7.12075;111.77712;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0800.png
801;Jalur Evakuasi;-7.12147;111.77579;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0801.png
802;Jalur Evakuasi;-7.12544;111.77267;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0802.png
803;Jalur Evakuasi;-7.12024;111.768232;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0803.png
804;Jalur Evakuasi;-7.1222;111.77668;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0804.png
805;Jalur Evakuasi;-7.11935;111.77706;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0805.png
806;Jalur Evakuasi;-7.12153;111.77432;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0806.png
807;Jalur Evakuasi;-7.11968;111.77402;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0807.png
808;Jalur Evakuasi;-7.11605;111.78386;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0808.png
809;Jalur Evakuasi;-7.11101;111.76868;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0809.png
810;Jalur Evakuasi;-7.11408;111.7937;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0810.png
811;Titik Kumpul;-7.11363;111.77267;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0811.png
812;Jalur Evakuasi;-7.11409;111.77122;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0812.png
813;Jalur Evakuasi;-7.10918;111.77;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0813.png
814;Jalur Evakuasi;-7.11558;111.77892;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0814.png
815;Jalur Evakuasi;-7.12323;111.77002;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0815.png
816;Peringatan Banjir;-7.11316;111.7973;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0816.png
817;Peringatan Banjir;-7.117;111.78345;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0817.png
818;Jalur Evakuasi;-7.11689;111.79586;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0818.png
819;Peringatan Banjir;-7.11389;111.78424;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0819.png
820;Jalur Evakuasi;-7.11633;111.78251;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0820.png
821;Jalur Evakuasi;-7.11621;111.76108;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0821.png
822;Titik Kumpul;-7.11096;111.78518;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0822.png
823;Jalur Evakuasi;-7.11249;111.77052;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0823.png
824;Jalur Evakuasi;-7.11134;111.76981;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0824.png
825;Jalur Evakuasi;-7.12551;111.77338;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0825.png
826;Jalur Evakuasi;-7.11975;111.77774;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0826.png
827;Jalur Evakuasi;-7.11928;111.77877;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0827.png
828;Jalur Evakuasi;-7.12691;111.7752;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0828.png
829;Jalur Evakuasi;-7.11825;111.77899;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0829.png
830;Jalur Evakuasi;-7.11917;111.77557;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0830.png
831;Titik Kumpul;-7.11298;111.76071;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0831.png
832;Jalur Evakuasi;-7.11699;111.76014;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0832.png
833;Jalur Evakuasi;-7.12276;111.77252;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0833.png
834;Jalur Evakuasi;-7.12358;111.77529;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0834.png
835;Jalur Evakuasi;-7.12279;111.77362;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0835.png
836;Jalur Evakuasi;-7.12156;111.7726;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0836.png
837;Jalur Evakuasi;-7.12055;111.77729;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0837.png
838;Jalur Evakuasi;-7.12527;111.77129;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0838.png
839;Jalur Evakuasi;-7.11827;111.76709;;;Bojonegoro;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0839.png
